O*NET-SOC Code,Title,Related O*NET-SOC Code,Related Title,Index
43-2021.00,Telephone Operators,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",9
43-2021.00,Telephone Operators,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,10
43-3011.00,Bill and Account Collectors,43-4051.00,Customer Service Representatives,1
43-3011.00,Bill and Account Collectors,43-4041.02,Credit Checkers,2
43-3011.00,Bill and Account Collectors,43-4031.03,License Clerks,3
43-3011.00,Bill and Account Collectors,43-4171.00,Receptionists and Information Clerks,4
43-3011.00,Bill and Account Collectors,43-4111.00,"Interviewers, Except Eligibility and Loan",5
43-3011.00,Bill and Account Collectors,43-9041.01,Insurance Claims Clerks,6
43-3011.00,Bill and Account Collectors,43-3071.00,Tellers,7
43-3011.00,Bill and Account Collectors,43-9041.02,Insurance Policy Processing Clerks,8
43-3011.00,Bill and Account Collectors,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",9
43-3011.00,Bill and Account Collectors,43-3051.00,Payroll and Timekeeping Clerks,10
43-3021.01,Statement Clerks,43-3051.00,Payroll and Timekeeping Clerks,1
43-3021.01,Statement Clerks,43-9041.01,Insurance Claims Clerks,2
43-3021.01,Statement Clerks,43-9022.00,Word Processors and Typists,3
43-3021.01,Statement Clerks,43-9061.00,"Office Clerks, General",4
43-3021.01,Statement Clerks,43-3021.02,"Billing, Cost, and Rate Clerks",5
43-3021.01,Statement Clerks,43-2011.00,"Switchboard Operators, Including Answering Service",6
43-3021.01,Statement Clerks,43-4171.00,Receptionists and Information Clerks,7
43-3021.01,Statement Clerks,43-9021.00,Data Entry Keyers,8
43-3021.01,Statement Clerks,29-2071.00,Medical Records and Health Information Technicians,9
43-3021.01,Statement Clerks,43-4071.00,File Clerks,10
43-3021.02,"Billing, Cost, and Rate Clerks",43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",1
43-3021.02,"Billing, Cost, and Rate Clerks",43-6012.00,Legal Secretaries,2
43-3021.02,"Billing, Cost, and Rate Clerks",43-4071.00,File Clerks,3
43-3021.02,"Billing, Cost, and Rate Clerks",43-9041.01,Insurance Claims Clerks,4
43-3021.02,"Billing, Cost, and Rate Clerks",23-2011.00,Paralegals and Legal Assistants,5
43-3021.02,"Billing, Cost, and Rate Clerks",43-4011.00,Brokerage Clerks,6
43-3021.02,"Billing, Cost, and Rate Clerks",13-2082.00,Tax Preparers,7
43-3021.02,"Billing, Cost, and Rate Clerks",43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",8
43-3021.02,"Billing, Cost, and Rate Clerks",43-6011.00,Executive Secretaries and Executive Administrative Assistants,9
43-3021.02,"Billing, Cost, and Rate Clerks",43-3051.00,Payroll and Timekeeping Clerks,10
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",43-4011.00,Brokerage Clerks,1
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",43-3021.02,"Billing, Cost, and Rate Clerks",2
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",43-3051.00,Payroll and Timekeeping Clerks,3
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",43-6012.00,Legal Secretaries,4
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",13-2082.00,Tax Preparers,5
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",43-6011.00,Executive Secretaries and Executive Administrative Assistants,6
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",43-4071.00,File Clerks,7
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",8
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",43-3061.00,Procurement Clerks,9
43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",43-4031.02,Municipal Clerks,10
43-3041.00,Gaming Cage Workers,41-2012.00,Gaming Change Persons and Booth Cashiers,1
43-3041.00,Gaming Cage Workers,39-3012.00,Gaming and Sports Book Writers and Runners,2
43-3041.00,Gaming Cage Workers,43-3071.00,Tellers,3
43-3041.00,Gaming Cage Workers,39-1012.00,Slot Supervisors,4
43-3041.00,Gaming Cage Workers,43-5051.00,Postal Service Clerks,5
43-3041.00,Gaming Cage Workers,39-3011.00,Gaming Dealers,6
43-3041.00,Gaming Cage Workers,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",7
43-3041.00,Gaming Cage Workers,35-3011.00,Bartenders,8
43-3041.00,Gaming Cage Workers,43-4031.03,License Clerks,9
43-3041.00,Gaming Cage Workers,41-2011.00,Cashiers,10
43-3051.00,Payroll and Timekeeping Clerks,43-9061.00,"Office Clerks, General",1
43-3051.00,Payroll and Timekeeping Clerks,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",2
43-3051.00,Payroll and Timekeeping Clerks,43-4171.00,Receptionists and Information Clerks,3
43-3051.00,Payroll and Timekeeping Clerks,43-3011.00,Bill and Account Collectors,4
43-3051.00,Payroll and Timekeeping Clerks,43-9041.01,Insurance Claims Clerks,5
43-3051.00,Payroll and Timekeeping Clerks,43-3021.01,Statement Clerks,6
43-3051.00,Payroll and Timekeeping Clerks,43-9022.00,Word Processors and Typists,7
43-3051.00,Payroll and Timekeeping Clerks,29-2071.00,Medical Records and Health Information Technicians,8
43-3051.00,Payroll and Timekeeping Clerks,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",9
43-3051.00,Payroll and Timekeeping Clerks,43-9021.00,Data Entry Keyers,10
43-3061.00,Procurement Clerks,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",1
43-3061.00,Procurement Clerks,11-3011.00,Administrative Services Managers,2
43-3061.00,Procurement Clerks,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",3
43-3061.00,Procurement Clerks,43-4011.00,Brokerage Clerks,4
43-3061.00,Procurement Clerks,13-1031.02,"Insurance Adjusters, Examiners, and Investigators",5
43-3061.00,Procurement Clerks,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",6
43-3061.00,Procurement Clerks,43-5061.00,"Production, Planning, and Expediting Clerks",7
43-3061.00,Procurement Clerks,43-4031.02,Municipal Clerks,8
43-3061.00,Procurement Clerks,43-3021.02,"Billing, Cost, and Rate Clerks",9
43-3061.00,Procurement Clerks,43-4131.00,Loan Interviewers and Clerks,10
43-3071.00,Tellers,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",1
43-3071.00,Tellers,43-4031.03,License Clerks,2
43-3071.00,Tellers,43-4141.00,New Accounts Clerks,3
43-3071.00,Tellers,43-3011.00,Bill and Account Collectors,4
43-3071.00,Tellers,43-4171.00,Receptionists and Information Clerks,5
43-3071.00,Tellers,29-2071.00,Medical Records and Health Information Technicians,6
43-3071.00,Tellers,43-4111.00,"Interviewers, Except Eligibility and Loan",7
43-3071.00,Tellers,31-9095.00,Pharmacy Aides,8
43-3071.00,Tellers,43-9061.00,"Office Clerks, General",9
43-3071.00,Tellers,43-4051.00,Customer Service Representatives,10
43-4011.00,Brokerage Clerks,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",1
43-4011.00,Brokerage Clerks,43-4131.00,Loan Interviewers and Clerks,2
43-4011.00,Brokerage Clerks,13-2082.00,Tax Preparers,3
43-4011.00,Brokerage Clerks,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",4
43-4011.00,Brokerage Clerks,43-6011.00,Executive Secretaries and Executive Administrative Assistants,5
43-4011.00,Brokerage Clerks,13-2072.00,Loan Officers,6
43-4011.00,Brokerage Clerks,43-6012.00,Legal Secretaries,7
43-4011.00,Brokerage Clerks,23-2011.00,Paralegals and Legal Assistants,8
43-4011.00,Brokerage Clerks,43-3021.02,"Billing, Cost, and Rate Clerks",9
43-4011.00,Brokerage Clerks,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",10
43-4021.00,Correspondence Clerks,43-3011.00,Bill and Account Collectors,1
43-4021.00,Correspondence Clerks,43-3051.00,Payroll and Timekeeping Clerks,2
43-4021.00,Correspondence Clerks,43-9041.01,Insurance Claims Clerks,3
43-4021.00,Correspondence Clerks,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",4
43-4021.00,Correspondence Clerks,43-4041.02,Credit Checkers,5
43-4021.00,Correspondence Clerks,43-9061.00,"Office Clerks, General",6
43-4021.00,Correspondence Clerks,43-3021.02,"Billing, Cost, and Rate Clerks",7
43-4021.00,Correspondence Clerks,43-9041.02,Insurance Policy Processing Clerks,8
43-4021.00,Correspondence Clerks,43-6013.00,Medical Secretaries,9
43-4021.00,Correspondence Clerks,43-4171.00,Receptionists and Information Clerks,10
43-4031.01,Court Clerks,43-4031.03,License Clerks,1
43-4031.01,Court Clerks,43-4051.00,Customer Service Representatives,2
43-4031.01,Court Clerks,43-3011.00,Bill and Account Collectors,3
43-4031.01,Court Clerks,43-4171.00,Receptionists and Information Clerks,4
43-4031.01,Court Clerks,43-4111.00,"Interviewers, Except Eligibility and Loan",5
43-4031.01,Court Clerks,43-9061.00,"Office Clerks, General",6
43-4031.01,Court Clerks,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",7
43-4031.01,Court Clerks,43-4041.02,Credit Checkers,8
43-4031.01,Court Clerks,43-2011.00,"Switchboard Operators, Including Answering Service",9
43-4031.01,Court Clerks,43-3051.00,Payroll and Timekeeping Clerks,10
43-4031.02,Municipal Clerks,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",1
43-4031.02,Municipal Clerks,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",2
43-4031.02,Municipal Clerks,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",3
43-4031.02,Municipal Clerks,43-6012.00,Legal Secretaries,4
43-4031.02,Municipal Clerks,23-2011.00,Paralegals and Legal Assistants,5
43-4031.02,Municipal Clerks,43-4061.00,"Eligibility Interviewers, Government Programs",6
43-4031.02,Municipal Clerks,43-3061.00,Procurement Clerks,7
43-4031.02,Municipal Clerks,23-2093.00,"Title Examiners, Abstractors, and Searchers",8
43-4031.02,Municipal Clerks,43-4011.00,Brokerage Clerks,9
43-4031.02,Municipal Clerks,43-3021.02,"Billing, Cost, and Rate Clerks",10
43-4031.03,License Clerks,43-4171.00,Receptionists and Information Clerks,1
43-4031.03,License Clerks,43-2011.00,"Switchboard Operators, Including Answering Service",2
43-4031.03,License Clerks,43-9061.00,"Office Clerks, General",3
43-4031.03,License Clerks,43-3011.00,Bill and Account Collectors,4
43-4031.03,License Clerks,29-2071.00,Medical Records and Health Information Technicians,5
43-4031.03,License Clerks,43-3071.00,Tellers,6
43-4031.03,License Clerks,43-9041.01,Insurance Claims Clerks,7
43-4031.03,License Clerks,43-4111.00,"Interviewers, Except Eligibility and Loan",8
43-4031.03,License Clerks,43-4041.02,Credit Checkers,9
43-4031.03,License Clerks,43-4051.00,Customer Service Representatives,10
43-4041.01,Credit Authorizers,13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",1
43-4041.01,Credit Authorizers,13-2072.00,Loan Officers,2
43-4041.01,Credit Authorizers,13-1199.03,Customs Brokers,3
43-4041.01,Credit Authorizers,43-3061.00,Procurement Clerks,4
43-4041.01,Credit Authorizers,43-4011.00,Brokerage Clerks,5
43-4041.01,Credit Authorizers,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",6
43-4041.01,Credit Authorizers,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",7
43-4041.01,Credit Authorizers,43-4131.00,Loan Interviewers and Clerks,8
43-4041.01,Credit Authorizers,43-4061.00,"Eligibility Interviewers, Government Programs",9
43-4041.01,Credit Authorizers,11-3011.00,Administrative Services Managers,10
43-4041.02,Credit Checkers,43-3011.00,Bill and Account Collectors,1
43-4041.02,Credit Checkers,43-4051.00,Customer Service Representatives,2
43-4041.02,Credit Checkers,43-4031.03,License Clerks,3
43-4041.02,Credit Checkers,43-9041.01,Insurance Claims Clerks,4
43-4041.02,Credit Checkers,43-3051.00,Payroll and Timekeeping Clerks,5
43-4041.02,Credit Checkers,43-3071.00,Tellers,6
43-4041.02,Credit Checkers,43-9041.02,Insurance Policy Processing Clerks,7
43-4041.02,Credit Checkers,43-4171.00,Receptionists and Information Clerks,8
43-4041.02,Credit Checkers,43-4031.01,Court Clerks,9
43-4041.02,Credit Checkers,43-9061.00,"Office Clerks, General",10
43-4051.00,Customer Service Representatives,43-3011.00,Bill and Account Collectors,1
43-4051.00,Customer Service Representatives,43-4111.00,"Interviewers, Except Eligibility and Loan",2
43-4051.00,Customer Service Representatives,43-4171.00,Receptionists and Information Clerks,3
43-4051.00,Customer Service Representatives,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,4
43-4051.00,Customer Service Representatives,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",5
43-4051.00,Customer Service Representatives,43-4041.02,Credit Checkers,6
43-4051.00,Customer Service Representatives,43-4141.00,New Accounts Clerks,7
43-4051.00,Customer Service Representatives,29-2071.00,Medical Records and Health Information Technicians,8
43-4051.00,Customer Service Representatives,43-4031.03,License Clerks,9
43-4051.00,Customer Service Representatives,43-5011.00,Cargo and Freight Agents,10
43-4051.03,Patient Representatives,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,1
43-4051.03,Patient Representatives,21-1092.00,Probation Officers and Correctional Treatment Specialists,2
43-4051.03,Patient Representatives,29-1125.00,Recreational Therapists,3
43-4051.03,Patient Representatives,21-1091.00,Health Educators,4
43-4051.03,Patient Representatives,11-9031.00,"Education Administrators, Preschool and Childcare Center/Program",5
43-4051.03,Patient Representatives,29-1141.02,Advanced Practice Psychiatric Nurses,6
43-4051.03,Patient Representatives,21-1022.00,Healthcare Social Workers,7
43-4051.03,Patient Representatives,21-1012.00,"Educational, Guidance, School, and Vocational Counselors",8
43-4051.03,Patient Representatives,21-1021.00,"Child, Family, and School Social Workers",9
43-4051.03,Patient Representatives,21-1093.00,Social and Human Service Assistants,10
43-4061.00,"Eligibility Interviewers, Government Programs",13-2081.00,"Tax Examiners and Collectors, and Revenue Agents",1
43-4061.00,"Eligibility Interviewers, Government Programs",43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",2
43-4061.00,"Eligibility Interviewers, Government Programs",23-2011.00,Paralegals and Legal Assistants,3
43-4061.00,"Eligibility Interviewers, Government Programs",43-6011.00,Executive Secretaries and Executive Administrative Assistants,4
43-4061.00,"Eligibility Interviewers, Government Programs",43-4011.00,Brokerage Clerks,5
43-4061.00,"Eligibility Interviewers, Government Programs",43-4031.02,Municipal Clerks,6
43-4061.00,"Eligibility Interviewers, Government Programs",43-3011.00,Bill and Account Collectors,7
43-4061.00,"Eligibility Interviewers, Government Programs",43-6012.00,Legal Secretaries,8
43-4061.00,"Eligibility Interviewers, Government Programs",43-3021.02,"Billing, Cost, and Rate Clerks",9
43-4061.00,"Eligibility Interviewers, Government Programs",43-4131.00,Loan Interviewers and Clerks,10
43-4071.00,File Clerks,43-3021.02,"Billing, Cost, and Rate Clerks",1
43-4071.00,File Clerks,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",2
43-4071.00,File Clerks,43-6012.00,Legal Secretaries,3
43-4071.00,File Clerks,29-2071.00,Medical Records and Health Information Technicians,4
43-4071.00,File Clerks,43-4171.00,Receptionists and Information Clerks,5
43-4071.00,File Clerks,43-9061.00,"Office Clerks, General",6
43-4071.00,File Clerks,43-6011.00,Executive Secretaries and Executive Administrative Assistants,7
43-4071.00,File Clerks,23-2093.00,"Title Examiners, Abstractors, and Searchers",8
43-4071.00,File Clerks,43-3051.00,Payroll and Timekeeping Clerks,9
43-4071.00,File Clerks,43-9022.00,Word Processors and Typists,10
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",43-3071.00,Tellers,1
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",43-4111.00,"Interviewers, Except Eligibility and Loan",2
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",43-4171.00,Receptionists and Information Clerks,3
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",41-2031.00,Retail Salespersons,4
